protein_id	entry	complete8	n_common_runs	mean_lfq	mean_log2_psm	mean_log2_nsaf	mean_psm	log2_length_rel	length_method	length_n_precise_cells	length_max_abs_dev_precise	length_interval_low	length_interval_high	n_unique_peptides	log2_n_unique_peptides	n_shared_peptides	mbr_intensity_frac_mean	shared_psm_frac	log2_shared_psm_inflation	resid_log2_psm	resid_log2_nsaf
psvid_51830_sp|Q460N5|PAR14_HUMAN	PAR14_HUMAN	False	7	23.5555	2.35135	-16.0057	5.85714	2.10947	precise	8	0.00458276			12	3.58496	0	0.127329	0	-0		
psvid_51903_sp|Q8IYT4|KATL2_HUMAN	KATL2_HUMAN	False	0					0.365307	precise	8	0.00457229			0		1		1			
psvid_51984_sp|O94766|B3GA3_HUMAN	B3GA3_HUMAN	False	6	21.3054	0.666667	-15.2642	1.83333	-0.320144	precise	6	0.00280646			3	1.58496	0	0.654615	0	-0		
psvid_51988_sp|P04632|CPNS1_HUMAN	CPNS1_HUMAN	True	8	21.2674	0.863361	-14.735	2.125	-0.640425	precise	8	0.00233761			4	2	0	0.0648703	0	-0	-0.213624	-0.366099
psvid_52025_sp|P49588|SYAC_HUMAN	SYAC_HUMAN	False	6	21.8904	1.36165	-16.1013	2.66667	1.21146	precise	6	0.00672217			5	2.32193	0	0.243599	0	-0		
psvid_52031_sp|Q99538|LGMN_HUMAN	LGMN_HUMAN	False	7	22.3606	0.474561	-15.8186	1.71429	0.0521278	precise	7	0.00493049			4	2	0	0.323217	0	-0		
psvid_52067_sp|Q7Z4V5|HDGR2_HUMAN	HDGR2_HUMAN	False	1	19.3544	0	-16.8646	1	0.683496	precise	1	5.56222e-14			1	0	0	0	0	-0		
psvid_52072_sp|P31939|PUR9_HUMAN	PUR9_HUMAN	False	5	21.4715	0.6	-16.1751	1.6	0.502697	precise	5	0.00360595			4	2	0	0.507534	0	-0		
psvid_52093_sp|Q96S06|LMF1_HUMAN	LMF1_HUMAN	True	8	22.6164	2.10396	-14.5757	4.75	0.44044	precise	8	0.00316037			4	2	0	0.0307527	0	-0	0.29441	-0.556873
psvid_52098_sp|Q8WUM4|PDC6I_HUMAN	PDC6I_HUMAN	True	8	24.1818	2.71374	-14.5797	10.125	1.05434	precise	8	0.0029563			20	4.32193	0	0.42671	0	-0	-0.431675	-1.66142
psvid_52108_sp|P23468|PTPRD_HUMAN	PTPRD_HUMAN	False	0					2.19463	precise	1	5.56222e-14			0		1		1			
psvid_52123_sp|Q9UBF2|COPG2_HUMAN	COPG2_HUMAN	False	3	21.1266	2.59379	-14.6592	7.66667	1.05958	precise	8	0.00535477			3	1.58496	3	0.333333	0.774194	2.14684		
psvid_52129_sp|Q9UBX1|CATF_HUMAN	CATF_HUMAN	False	0					0.205479	precise	1	3.61822e-13			0		0		0	-0		
psvid_52142_sp|P22830|HEMH_HUMAN	HEMH_HUMAN	True	8	25.292	4.17549	-12.0802	18.625	0.016804	precise	8	0.00333064			20	4.32193	0	0.0956151	0	-0	0.0955654	0.0466911
psvid_52158_sp|Q9Y666|S12A7_HUMAN	S12A7_HUMAN	False	4	20.859	0.75	-16.8522	1.75	1.37379	precise	4	0.00430495			2	1	0	0	0	-0		
psvid_52166_sp|O60568|PLOD3_HUMAN	PLOD3_HUMAN	True	8	24.6018	3.32634	-13.732	10.75	0.820174	precise	8	0.00454323			17	4.08746	0	0.298159	0	-0	-0.161032	-1.10196
psvid_52167_sp|Q10472|GALT1_HUMAN	GALT1_HUMAN	False	0					0.419628	precise	3	0.00168146			0		0		0	-0		
psvid_52183_sp|Q14019|COTL1_HUMAN	COTL1_HUMAN	False	2	21.1695	0.5	-14.1869	1.5	-1.55698	precise	3	0.00175982			2	1	0	0	0	-0		
psvid_52184_sp|P05062|ALDOB_HUMAN	ALDOB_HUMAN	True	8	28.8317	6.53996	-9.59078	94.5	-0.198751	interval	0		-0.304663	-0.0928393	24	4.58496	0	0.010365	0	-0	-0.208377	0.116187
psvid_52200_sp|P54652|HSP72_HUMAN	HSP72_HUMAN	False	2	20.9139	5.5222	-11.4033	46	0.613055	precise	8	0.0022477			1	0	12	0	0.993443	7.25267		
psvid_52224_sp|Q8NFI4|F10A5_HUMAN	F10A5_HUMAN	False	0					-0.179237	precise	8	0.00158324			0		4		1			
psvid_52250_sp|Q93088|BHMT1_HUMAN	BHMT1_HUMAN	True	8	26.7819	5.18819	-11.009	38.25	-0.0417796	precise	8	0.00298754			18	4.16993	4	0.0289402	0.251634	0.418184	-0.0595844	-0.100897
psvid_52255_sp|Q9HBI1|PARVB_HUMAN	PARVB_HUMAN	False	0					-0.194412	precise	1	5.38458e-14			0		0		0	-0		
psvid_52281_sp|Q9HBM0|VEZA_HUMAN	VEZA_HUMAN	False	2	21.5135	0	-17.0618	1	0.898352	precise	4	0.000165569			2	1	0	0	0	-0		
psvid_52318_sp|P16615|AT2A2_HUMAN	AT2A2_HUMAN	True	8	27.9144	6.94941	-10.6079	125.5	1.31879	precise	8	0.00164518			36	5.16993	25	0.0583272	0.358566	0.640627	0.926352	-0.371011
psvid_52330_sp|Q15029|U5S1_HUMAN	U5S1_HUMAN	True	8	24.5855	3.73823	-13.718	15	1.21861	precise	8	0.00494421			19	4.24793	1	0.155505	0.141667	0.22039	0.265163	-1.07708
psvid_52357_sp|Q9BX66|SRBS1_HUMAN	SRBS1_HUMAN	False	1	18.8326	0	-18.0716	1	1.63005	precise	1	3.9635e-14			1	0	0	0	0	-0		
psvid_52363_sp|Q9Y274|SIA10_HUMAN	SIA10_HUMAN	False	6	21.1866	1.19499	-14.7201	2.5	-0.335308	precise	6	0.00216149			4	2	0	0.257435	0	-0		
psvid_52364_sp|P16403|H12_HUMAN	H12_HUMAN	False	4	21.9608	3.8072	-11.4096	14.25	-0.972038	precise	8	0.00262411			1	0	7	0.25	0.967033	4.92283		
psvid_52395_sp|P17661|DESM_HUMAN	DESM_HUMAN	False	0					0.170482	precise	4	0.00140557			0		3		1			
psvid_52406_sp|P13804|ETFA_HUMAN	ETFA_HUMAN	True	8	25.4117	3.51003	-12.4019	11.75	-0.326161	precise	8	0.00493617			13	3.70044	0	0.0795178	0	-0	-0.671071	-0.36389
psvid_52423_sp|Q99942|RNF5_HUMAN	RNF5_HUMAN	False	5	20.2255	0.2	-14.8798	1.2	-1.21497	precise	6	0.00204837			1	0	0	0	0	-0		
psvid_52443_sp|P08697|A2AP_HUMAN	A2AP_HUMAN	True	8	25.1935	3.63889	-12.8328	12.75	0.232665	precise	8	0.00371704			12	3.58496	0	0.206462	0	-0	-0.355539	-0.635499
psvid_52452_sp|Q9UL42|PNMA2_HUMAN	PNMA2_HUMAN	False	0					-0.199081	precise	8	0.0013679			0		1		1			
psvid_52456_sp|Q3B7J2|GFOD2_HUMAN	GFOD2_HUMAN	False	1	18.5539	0	-16.1982	1	-0.119052	precise	1	5.38458e-14			1	0	0	0	0	-0		
psvid_52479_sp|P25786|PSA1_HUMAN	PSA1_HUMAN	True	8	24.8329	3.2365	-12.3346	11.25	-0.667773	precise	8	0.00266504			14	3.80735	0	0.194407	0	-0	-0.451225	0.125745
psvid_52486_sp|Q6PJW8|CNST_HUMAN	CNST_HUMAN	False	5	20.0118	0	-17.0667	1	0.794634	precise	5	0.00161803			1	0	0	0	0	-0		
psvid_52492_sp|P54577|SYYC_HUMAN	SYYC_HUMAN	False	2	21.2386	0	-16.5702	1	0.338685	precise	2	0.000879224			1	0	0	0	0	-0		
psvid_52494_sp|Q6R327|RICTR_HUMAN	RICTR_HUMAN	False	2	19.7437	1	-17.1781	2	2.03124	precise	3	0.00190054			2	1	0	0	0	-0		
psvid_52508_sp|Q8NCA5|FA98A_HUMAN	FA98A_HUMAN	False	6	23.3385	3.06712	-13.4938	10.5	0.309653	precise	6	0.0036796			8	3	3	0.243259	0.238095	0.392317		
psvid_525125_sp|P35555|FBN1_HUMAN	FBN1_HUMAN	False	7	24.1784	2.73367	-16.2738	10	2.77984	precise	7	0.00219369			25	4.64386	2	0.360734	0.0285714	0.0418202		
psvid_52524_sp|P35659|DEK_HUMAN	DEK_HUMAN	False	2	21.0622	0.5	-15.612	1.5	-0.153699	precise	2	0.00261278			2	1	0	0	0	-0		
psvid_52526_sp|Q15811|ITSN1_HUMAN	ITSN1_HUMAN	False	2	19.7714	0	-18.3068	1	2.0411	precise	2	0.00104868			1	0	0	0	0	-0		
psvid_5253_sp|Q9H3Z4|DNJC5_HUMAN	DNJC5_HUMAN	False	5	21.3049	1.03399	-14.1835	2.2	-1.07727	precise	5	0.00227365			3	1.58496	0	0.243603	0	-0		
psvid_52541_sp|Q8ND71|GIMA8_HUMAN	GIMA8_HUMAN	False	1	20.6254	0	-16.8155	1	0.669788	precise	1	5.38458e-14			1	0	0	0	0	-0		
psvid_52567_sp|Q7LBR1|CHM1B_HUMAN	CHM1B_HUMAN	False	3	20.7228	0	-15.167	1	-1.06986	precise	3	0.0024207			1	0	0	0	0	-0		
psvid_52586_sp|P40763|STAT3_HUMAN	STAT3_HUMAN	True	8	24.9938	4.13137	-12.9915	18.625	0.884152	precise	8	0.00334465			20	4.32193	0	0.0890284	0	-0	0.308591	-0.650216
psvid_52603_sp|P50993|AT1A2_HUMAN	AT1A2_HUMAN	False	0					1.28755	precise	8	0.00523801			0		13		1			
psvid_52619_sp|P21757|MSRE_HUMAN	MSRE_HUMAN	False	5	20.6974	0.2	-16.1884	1.2	0.110374	precise	5	0.00368145			2	1	0	0.323908	0	-0		
psvid_52632_sp|Q99460|PSMD1_HUMAN	PSMD1_HUMAN	True	8	23.849	2.81195	-14.6163	7.5	1.18955	precise	8	0.00111557			11	3.45943	0	0.140838	0	-0	-0.0599166	-1.46534
psvid_52645_sp|Q6IB77|GLYAT_HUMAN	GLYAT_HUMAN	True	8	25.0972	4.23034	-11.5108	20.125	-0.498019	precise	8	0.00253607			13	3.70044	0	0.108716	0	-0	0.319633	0.755582
psvid_52701_sp|P49327|FAS_HUMAN	FAS_HUMAN	True	8	27.8229	6.65374	-12.1717	102.5	2.58606	precise	8	0.00392032			95	6.56986	0	0.10614	0	-0	0.699102	-1.88487
psvid_52707_sp|Q14141|SEPT6_HUMAN	SEPT6_HUMAN	False	0					0.0546569	precise	8	0.00240139			0		2		1			
psvid_52711_sp|Q8NBJ5|GT251_HUMAN	GT251_HUMAN	True	8	25.4255	3.6055	-13.2086	12.75	0.574663	precise	8	0.00470627			19	4.24793	1	0.186113	0.0490196	0.0725125	-0.587115	-1.18133
psvid_52723_sp|P42685|FRK_HUMAN	FRK_HUMAN	False	1	20.2426	1	-15.4526	2	0.274689	precise	4	0.00326558			1	0	1	0	0.625	1.41504		
psvid_52725_sp|Q9Y5Y5|PEX16_HUMAN	PEX16_HUMAN	True	8	20.8912	1.06148	-14.8621	2.375	-0.314795	precise	8	0.00372161			3	1.58496	0	0.517699	0	-0	0.145712	-0.443397
psvid_52737_sp|P28482|MK01_HUMAN	MK01_HUMAN	False	1	19.4142	0	-16.1037	1	-0.213517	precise	1	5.38458e-14			1	0	0	0	0	-0		
psvid_52738_sp|Q58FG1|HS904_HUMAN	HS904_HUMAN	False	0					0.00134071	precise	8	0.00309032			0		2		1			
psvid_52743_sp|Q96F15|GIMA5_HUMAN	GIMA5_HUMAN	False	3	20.098	0.333333	-15.4618	1.33333	-0.44717	precise	3	0.00384516			2	1	0	0	0	-0		
psvid_52770_sp|Q9NR28|DBLOH_HUMAN	DBLOH_HUMAN	True	8	23.6023	2.03084	-13.4014	4.75	-0.80664	precise	8	0.00149914			7	2.80735	0	0.157777	0	-0	-0.607945	-0.0700541
psvid_52827_sp|Q9Y6E0|STK24_HUMAN	STK24_HUMAN	False	6	21.8833	0.333333	-16.0029	1.33333	0.0847029	precise	6	0.0060373			1	0	1	0.333333	0.5	1		
psvid_52871_sp|Q96A72|MGN2_HUMAN	MGN2_HUMAN	False	0					-1.49674	precise	8	0.00304214			0		4		1			
psvid_52873_sp|P61326|MGN_HUMAN	MGN_HUMAN	False	0					-1.51737	precise	8	0.00384187			0		4		1			
psvid_52886_sp|O95197|RTN3_HUMAN	RTN3_HUMAN	True	8	24.7467	2.86276	-14.6806	7.375	1.30417	precise	8	0.00270279			4	2	0	0.0511159	0	-0	-0.751517	-2.15581
psvid_52908_sp|Q13424|SNTA1_HUMAN	SNTA1_HUMAN	False	0					0.272787	precise	3	0.00547944			0		1		1			
psvid_52938_sp|Q96H55|MYO19_HUMAN	MYO19_HUMAN	False	0					1.21583	precise	8	0.00537692			0		1		1			
psvid_53000_sp|Q15043|S39AE_HUMAN	S39AE_HUMAN	True	8	24.2598	4.05602	-12.4192	16.875	0.237934	precise	8	0.00670261			9	3.16993	0	0.00741941	0	-0	0.849926	0.44015
psvid_53027_sp|Q9BRR6|ADPGK_HUMAN	ADPGK_HUMAN	True	8	24.3221	3.02251	-13.4668	8.625	0.250127	precise	8	0.00592451			11	3.45943	0	0.285031	0	-0	-0.23198	-0.654054
psvid_53032_sp|O75746|S2512_HUMAN	S2512_HUMAN	False	0					0.698388	precise	8	0.00465131			0		12		1			
psvid_53082_sp|Q9NS86|LANC2_HUMAN	LANC2_HUMAN	True	8	21.908	1.27124	-15.0745	2.75	0.106798	precise	8	0.00290219			4	2	0	0.22466	0	-0	-0.105438	-0.771914
psvid_53109_sp|Q99666|RGPD5_HUMAN	RGPD5_HUMAN	False	0					2.08022	precise	1	5.38458e-14			0		1		1			
psvid_53113_sp|Q9H115|SNAB_HUMAN	SNAB_HUMAN	False	0					-0.488383	precise	8	0.0048758			0		3		1			
psvid_53115_sp|Q09327|MGAT3_HUMAN	MGAT3_HUMAN	False	7	22.0565	0.428571	-16.1319	1.42857	0.351268	precise	7	0.00681336			1	0	0	0	0	-0		
psvid_53119_sp|Q96E22|NGBR_HUMAN	NGBR_HUMAN	False	2	21.2062	0	-15.7354	1	-0.512486	precise	3	0.00368194			1	0	0	0	0	-0		
psvid_53121_sp|Q4ZG55|GREB1_HUMAN	GREB1_HUMAN	False	0					2.22448	precise	1	3.61822e-13			0		0		0	-0		
psvid_53123_sp|Q96IY4|CBPB2_HUMAN	CBPB2_HUMAN	False	3	19.4663	0.666667	-15.66	1.66667	0.0166503	precise	4	0.00118785			1	0	0	0	0	-0		
psvid_53141_sp|P37235|HPCL1_HUMAN	HPCL1_HUMAN	False	6	22.7592	2.5128	-12.6127	6.5	-1.1161	precise	7	0.00125062			3	1.58496	3	0	0.725	1.8625		
psvid_53143_sp|P84074|HPCA_HUMAN	HPCA_HUMAN	False	0					-1.11499	precise	7	0.0028001			0		3		1			
psvid_53178_sp|Q9BRA0|NAA38_HUMAN	NAA38_HUMAN	False	2	19.7617	0	-14.633	1	-1.7411	precise	2	0.00154405			1	0	0	0	0	-0		
psvid_53190_sp|P62140|PP1B_HUMAN	PP1B_HUMAN	False	0					-0.353839	precise	8	0.00485195			0		6		1			
psvid_53194_sp|O00264|PGRC1_HUMAN	PGRC1_HUMAN	True	8	28.4145	6.65424	-8.52706	101.125	-1.05674	interval	0		-1.10355	-1.00992	19	4.24793	2	0.000952496	0.0284302	0.0416104	0.247741	1.43534
psvid_53218_sp|P02748|CO9_HUMAN	CO9_HUMAN	True	8	25.8378	4.68629	-11.9719	26.5	0.419142	precise	8	0.00403929			19	4.24793	1	0.0661255	0.0330189	0.0484404	0.158858	-0.300936
psvid_53257_sp|P48960|AGRE5_HUMAN	AGRE5_HUMAN	False	3	21.1898	0.528321	-16.7825	1.66667	0.999283	precise	6	0.00165251			2	1	0	0.333333	0	-0		
psvid_53264_sp|Q15436|SC23A_HUMAN	SC23A_HUMAN	True	8	27.4933	5.93622	-11.1757	65	0.873398	precise	8	0.00201943			37	5.20945	3	0.0743242	0.0480769	0.0710831	0.220008	-0.698925
psvid_53277_sp|Q96HD1|CREL1_HUMAN	CREL1_HUMAN	True	8	24.0497	3.60517	-12.6412	12.25	0.00692167	precise	8	0.00362663			10	3.32193	0	0.043912	0	-0	0.564823	0.374823
psvid_53283_sp|Q9P2J5|SYLC_HUMAN	SYLC_HUMAN	False	0					1.49386	precise	2	0.000228826			0		0		0	-0		
psvid_53309_sp|Q969M1|TM40L_HUMAN	TM40L_HUMAN	False	1	18.1524	0	-15.8698	1	-0.436759	precise	1	3.61822e-13			1	0	0	0	0	-0		
psvid_53338_sp|P20853|CP2A7_HUMAN	CP2A7_HUMAN	True	8	25.0703	7.32318	-9.08885	175	0.242042	precise	2	2.69938e-05			8	3	37	0.193	0.957143	4.54432	3.43558	3.19714
psvid_53365_sp|Q12874|SF3A3_HUMAN	SF3A3_HUMAN	False	6	22.2065	1.85595	-14.6564	3.83333	0.261677	precise	6	0.00123174			5	2.32193	0	0.285029	0	-0		
psvid_53378_sp|Q01518|CAP1_HUMAN	CAP1_HUMAN	True	8	23.6308	3.1545	-13.2699	9.875	0.185048	precise	8	0.00501191			13	3.70044	1	0.208206	0.0379747	0.0558532	0.488126	0.0399203
psvid_53393_sp|P49189|AL9A1_HUMAN	AL9A1_HUMAN	True	8	24.9088	3.40956	-13.0706	10.875	0.241715	precise	8	0.00539979			14	3.80735	0	0.189179	0	-0	-0.342033	-0.666827
psvid_53394_sp|Q99624|S38A3_HUMAN	S38A3_HUMAN	True	8	22.9125	1.3934	-15.1151	3.25	0.269567	precise	8	0.00576174			4	2	0	0.246614	0	-0	-0.634007	-1.30214
psvid_53441_sp|P51580|TPMT_HUMAN	TPMT_HUMAN	False	2	18.4797	0	-15.6039	1	-0.77023	precise	4	0.00293033			1	0	0	0	0	-0		
psvid_53465_sp|Q9Y4L1|HYOU1_HUMAN	HYOU1_HUMAN	True	8	30.0341	8.07858	-9.46578	272.5	1.22223	interval	0		1.15102	1.29344	80	6.32193	1	0.00842279	0.00137615	0.00198673	0.268841	-0.612731
psvid_53477_sp|Q14644|RASA3_HUMAN	RASA3_HUMAN	False	0					0.996452	precise	2	0.00089265			0		0		0	-0		
psvid_53482_sp|Q03113|GNA12_HUMAN	GNA12_HUMAN	False	0					-0.132531	precise	8	0.001307			0		1		1			
psvid_53529_sp|P16219|ACADS_HUMAN	ACADS_HUMAN	True	8	24.7132	3.14112	-13.0774	10.25	-0.0206504	precise	8	0.00447538			12	3.58496	0	0.141557	0	-0	-0.444239	-0.527587
psvid_53533_sp|O95831|AIFM1_HUMAN	AIFM1_HUMAN	True	8	27.9758	6.39246	-10.3996	85.125	0.553036	precise	8	0.000965781			36	5.16993	0	0.0215673	0	-0	0.323061	-0.19613
psvid_53540_sp|Q9BSF4|TIM29_HUMAN	TIM29_HUMAN	False	3	21.5393	0.666667	-14.9307	1.66667	-0.685682	precise	3	0.00177302			3	1.58496	0	0	0	-0		
psvid_53546_sp|O94855|SC24D_HUMAN	SC24D_HUMAN	False	6	25.0247	3.66127	-13.8936	15.3333	1.30386	precise	6	0.00391284			22	4.45943	1	0.419435	0.0652174	0.0972972		
psvid_53550_sp|Q9NUQ7|UFSP2_HUMAN	UFSP2_HUMAN	True	8	26.2044	4.81268	-11.593	28.625	0.166649	precise	8	0.00291284			23	4.52356	0	0.14515	0	-0	-0.0190077	-0.244747
psvid_53561_sp|P35558|PCKGC_HUMAN	PCKGC_HUMAN	False	0					0.574466	precise	8	0.00255982			0		2		1			
psvid_53566_sp|Q96E17|RAB3C_HUMAN	RAB3C_HUMAN	False	0					-0.880456	precise	8	0.00423947			0		2		1			
psvid_53576_sp|Q14005|IL16_HUMAN	IL16_HUMAN	False	0					1.6732	precise	1	5.56222e-14			0		0		0	-0		
psvid_53602_sp|Q86UP2|KTN1_HUMAN	KTN1_HUMAN	False	7	21.4534	1.12956	-16.8111	2.57143	1.69975	precise	8	0.00383173			3	1.58496	0	0.183857	0	-0		
psvid_53630_sp|P10909|CLUS_HUMAN	CLUS_HUMAN	True	8	25.5303	4.39131	-11.951	21.25	0.103294	precise	8	0.00339485			13	3.70044	0	0.0853079	0	-0	0.112434	-0.00650797
psvid_53670_sp|P12956|XRCC6_HUMAN	XRCC6_HUMAN	True	8	26.8345	5.19705	-11.5848	36.875	0.543055	precise	8	0.00116446			34	5.08746	0	0.0723174	0	-0	-0.0861463	-0.709946
psvid_53694_sp|Q13263|TIF1B_HUMAN	TIF1B_HUMAN	False	2	21.4068	0	-17.2303	1	0.998819	precise	2	0.000404362			2	1	0	0.339884	0	-0		
psvid_53714_sp|Q658Y4|F91A1_HUMAN	F91A1_HUMAN	False	0					1.00341	precise	1	5.38458e-14			0		0		0	-0		
psvid_53724_sp|Q15904|VAS1_HUMAN	VAS1_HUMAN	False	4	18.9748	0	-16.4294	1	0.169533	precise	5	0.00394716			1	0	0	0	0	-0		
psvid_537475_sp|Q6DKI1|RL7L_HUMAN	RL7L_HUMAN	False	0					-0.711616	precise	1	3.9635e-14			0		0		0	-0		
psvid_537484_sp|Q5K4L6|S27A3_HUMAN	S27A3_HUMAN	True	8	24.3348	3.7109	-13.2341	13.375	0.705824	precise	8	0.00377911			12	3.58496	0	0.106053	0	-0	0.44655	-0.430594
psvid_5377_sp|P62854|RS26_HUMAN	RS26_HUMAN	False	6	24.28	3.96344	-10.4236	16	-1.86048	precise	7	0.00148808			1	0	5	0	0.601562	1.32757		
psvid_53832_sp|Q6NSJ0|MYORG_HUMAN	MYORG_HUMAN	False	5	21.8378	1.29837	-15.7476	2.8	0.773135	precise	6	0.00538773			4	2	0	0.562497	0	-0		
psvid_53860_sp|Q32MZ4|LRRF1_HUMAN	LRRF1_HUMAN	False	4	21.8708	2.5748	-14.636	6	0.950242	precise	4	0.00156375			5	2.32193	1	0.148594	0.166667	0.263034		
psvid_53867_sp|A0FGR8|ESYT2_HUMAN	ESYT2_HUMAN	True	8	24.8734	3.98934	-13.3893	16.5	1.1396	precise	8	0.00515153			17	4.08746	0	0.206368	0	-0	0.267425	-0.959274
psvid_53882_sp|O94989|ARHGF_HUMAN	ARHGF_HUMAN	False	0					1.00839	precise	1	5.38458e-14			0		0		0	-0		
psvid_53884_sp|P13674|P4HA1_HUMAN	P4HA1_HUMAN	True	8	25.3882	3.80395	-12.7884	21.75	0.352974	precise	8	0.00515516			20	4.32193	0	0.149607	0	-0	-0.357565	-0.732619
psvid_53905_sp|P11217|PYGM_HUMAN	PYGM_HUMAN	False	4	22.1792	4.52117	-12.7035	23.25	1.00997	precise	8	0.0037732			1	0	11	0.25	0.962025	4.71882		
psvid_53917_sp|O00410|IPO5_HUMAN	IPO5_HUMAN	True	8	23.4757	2.83874	-14.7925	7.875	1.39267	precise	8	0.0037357			13	3.70044	1	0.257076	0.111111	0.169925	0.325886	-1.36772
psvid_53968_sp|P04180|LCAT_HUMAN	LCAT_HUMAN	False	1	19.0442	0	-16.512	1	0.0704788	precise	1	3.9635e-14			1	0	0	0	0	-0		
psvid_53988_sp|Q16836|HCDH_HUMAN	HCDH_HUMAN	True	8	25.3512	4.04915	-11.7781	17	-0.411149	precise	8	0.00297652			10	3.32193	0	0.0217884	0	-0	-0.0812938	0.305425
psvid_53995_sp|Q8NBU5|ATAD1_HUMAN	ATAD1_HUMAN	True	8	23.4152	2.25676	-13.771	5.625	-0.210905	precise	8	0.00327521			8	3	0	0.226223	0	-0	-0.196627	-0.304496
psvid_54014_sp|Q9UJM8|HAOX1_HUMAN	HAOX1_HUMAN	True	8	26.4799	4.98016	-11.0828	32.625	-0.176076	precise	8	0.0017202			21	4.39232	0	0.0493628	0	-0	-0.0579075	0.044725
psvid_54034_sp|P49721|PSB2_HUMAN	PSB2_HUMAN	True	8	23.3374	2.08272	-13.1003	5.625	-1.05589	precise	8	0.00377829			7	2.80735	0	0.0382229	0	-0	-0.297481	0.418301
psvid_54056_sp|O75387|LAT3_HUMAN	LAT3_HUMAN	False	3	21.2151	0	-16.7314	1	0.420079	precise	6	0.00591604			2	1	0	0	0	-0		
psvid_54059_sp|O43242|PSMD3_HUMAN	PSMD3_HUMAN	False	7	23.3623	2.60668	-13.9874	6.71429	0.353401	precise	7	0.00212531			10	3.32193	0	0.210741	0	-0		
psvid_54081_sp|Q587I9|SFT2C_HUMAN	SFT2C_HUMAN	False	7	21.7483	0.428571	-14.8529	1.42857	-0.959544	precise	7	0.00227906			3	1.58496	0	0.53451	0	-0		
psvid_54082_sp|O75526|RMXL2_HUMAN	RMXL2_HUMAN	False	0					-0.0919301	precise	6	0.000818458			0		2		1			
psvid_54083_sp|P08684|CP3A4_HUMAN	CP3A4_HUMAN	True	8	27.7819	10.0718	-6.4172	1114	0.267594	interval	0		0.250043	0.285144	44	5.45943	34	0.00488643	0.31912	0.554528	4.14764	3.89215
psvid_54114_sp|Q9H009|NACA2_HUMAN	NACA2_HUMAN	False	0					-0.961048	precise	1	5.56222e-14			0		0		0	-0		
psvid_54130_sp|Q86TU7|SETD3_HUMAN	SETD3_HUMAN	False	2	20.6479	0.5	-16.2091	1.5	0.506042	precise	2	0.0010405			2	1	0	0	0	-0		
psvid_54137_sp|Q9NPH0|PPA6_HUMAN	PPA6_HUMAN	False	2	18.5653	0	-16.4094	1	0.0353205	precise	2	0.00473445			1	0	0	0	0	-0		
psvid_54150_sp|P62258|1433E_HUMAN	1433E_HUMAN	True	8	24.6037	4.11002	-11.4164	17.5	-0.712207	precise	8	0.0017113			11	3.45943	3	0.0831726	0.221429	0.361099	0.621008	1.21242
psvid_54151_sp|P31946|1433B_HUMAN	1433B_HUMAN	True	8	23.7288	3.86213	-11.6127	14.875	-0.763919	precise	8	0.00184537			6	2.58496	6	0.0579599	0.478992	0.940621	1.10052	1.62331
psvid_54161_sp|P61981|1433G_HUMAN	1433G_HUMAN	True	8	24.0653	3.68234	-11.7976	13	-0.759039	precise	8	0.00324138			9	3.16993	5	0.237629	0.490385	0.972519	0.629558	1.20749
psvid_54187_sp|Q96A26|F162A_HUMAN	F162A_HUMAN	True	8	25.9437	3.82999	-10.9685	14.5	-1.44064	precise	8	0.0018355			9	3.16993	0	0.0390964	0	-0	-0.785714	0.606949
psvid_54243_sp|Q92523|CPT1B_HUMAN	CPT1B_HUMAN	False	0					0.885953	precise	7	0.0034029			0		1		1			
psvid_54296_sp|P19440|GGT1_HUMAN	GGT1_HUMAN	True	8	23.0013	4.07182	-12.6122	17.75	0.44513	precise	8	0.00429154			3	1.58496	11	0.591388	0.873239	2.97982	1.9776	1.14028
psvid_54313_sp|P38117|ETFB_HUMAN	ETFB_HUMAN	True	8	24.3715	3.4301	-12.0949	11.25	-0.714033	precise	8	0.00342735			12	3.58496	0	0.0650901	0	-0	0.136703	0.684421
psvid_54314_sp|Q15459|SF3A1_HUMAN	SF3A1_HUMAN	False	6	22.3759	1.65115	-15.5248	3.66667	0.924552	precise	6	0.00475065			5	2.32193	0	0.410002	0	-0		
psvid_54328_sp|P02647|APOA1_HUMAN	APOA1_HUMAN	True	8	26.4168	4.64467	-10.9479	25.25	-0.646533	precise	8	0.00178233			20	4.32193	0	0.0880301	0	-0	-0.348725	0.226853
psvid_54342_sp|Q9BXT2|CCG6_HUMAN	CCG6_HUMAN	False	5	24.0482	0.916993	-14.6535	2	-0.685682	precise	7	0.00317556			1	0	0	0	0	-0		
psvid_54356_sp|Q15637|SF01_HUMAN	SF01_HUMAN	False	1	21.0616	0	-16.7908	1	0.613452	precise	1	5.4734e-14			1	0	0	0	0	-0		
psvid_54366_sp|P31323|KAP3_HUMAN	KAP3_HUMAN	False	0					0	precise	2	0.000657236			0		2		1			
psvid_54426_sp|Q6NZI2|CAVN1_HUMAN	CAVN1_HUMAN	False	7	22.5529	1.38775	-14.7393	3.28571	-0.10043	precise	7	0.00127478			5	2.32193	0	0.212145	0	-0		
psvid_54451_sp|Q13642|FHL1_HUMAN	FHL1_HUMAN	False	6	19.7576	0	-15.8856	1	-0.370346	precise	6	0.0047072			2	1	0	0.173787	0	-0		
