protein_id	entry	sample_id	batch	condition	has_lfq	has_psm	in_common	complete8	lfq	psm	log2_psm	log2_psm_runnorm	nsaf	log2_nsaf	nsaf_precise	log2_length_rel	psm_bin	resid_log2_psm	resid_log2_nsaf	resid_lfq_given_psm	lfq_decile	n_unique_peptides_msms_run	n_unique_peptides_mbr_run	mbr_intensity_frac_run	shared_psm_frac_run	fit_log2_psm_given_lfq	fit_log2_nsaf_given_lfq
psvid_2282_sp|K1HB_HUMAN|	K1HB_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	1.43e-05	-16.0936	True	-0.0521377	1					0	0		1		
psvid_22936_sp|P13647|K2C5_HUMAN	K2C5_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	19.3728	9	3.16993	3.35146	8.79e-05	-13.4738	True	0.497182	8-15	2.9359	2.46797	-4.6036	1	1	0	0	0.888889	0.234029	-15.9417
psvid_22937_sp|P13645|K1C10_HUMAN	K1C10_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		28	4.80735	4.98889	0.000276	-11.823	True	0.483213	16-31					0	0		1		
psvid_22938_sp|Q7Z794|K2C1B_HUMAN	K2C1B_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		6	2.58496	2.76649	5.98e-05	-14.0295	True	0.467772	4-7					0	0		1		
psvid_22939_sp|P02533|K1C14_HUMAN	K1C14_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		2	1	1.18153	2.44e-05	-15.3228	True	0.175984	2-3					0	0		1		
psvid_22941_sp|P02538|K2C6A_HUMAN	K2C6A_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		12	3.58496	3.76649	0.000123	-12.9891	True	0.432616	8-15					0	0		1		
psvid_22942_sp|P48668|K2C6C_HUMAN	K2C6C_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		12	3.58496	3.76649	0.000123	-12.9891	True	0.432616	8-15					0	0		1		
psvid_22944_sp|P35908|K22E_HUMAN	K22E_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		21	4.39232	4.57385	0.000189	-12.3693	True	0.613527	16-31					0	0		1		
psvid_22947_sp|P14923|PLAK_HUMAN	PLAK_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.009	8	3	3.18153	6.19e-05	-13.9797	True	0.833961	8-15	0.915487	0.0043932	-0.773477	5	4	1	0.0843459	0.25	2.08451	-13.9841
psvid_22952_sp|P22303|ACES_HUMAN	ACES_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		9	3.16993	3.35146	8.45e-05	-13.5307	True	0.555292	8-15					0	0		1		
psvid_22957_sp|P04264|K2C1_HUMAN	K2C1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		22	4.45943	4.64096	0.000197	-12.3095	True	0.622862	16-31					0	0		0.954545		
psvid_22960_sp|ALBU_HUMAN|	ALBU_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	30.197	208	7.70044	7.88197	0.002	-8.96578	False	0.471423	>=32	-0.184709	-0.232465	0.974464	10	45	2	0.00245849	0.0528846	7.88515	-8.73332
psvid_22995_sp|Q9UHD8|SEPT9_HUMAN	SEPT9_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	20.1348						False	0.488204						0	1	1			
psvid_23031_sp|P06702|S10A9_HUMAN	S10A9_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	23.9826	13	3.70044	3.88197	0.000657	-10.5718	True	-1.87359	8-15	0.678178	2.51848	-0.595524	6	6	0	0	0	3.02226	-13.0903
psvid_23035_sp|P17987|TCPA_HUMAN	TCPA_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.6555	18	4.16993	4.35146	0.000187	-12.3847	True	0.412015	16-31	-0.246444	-0.610829	0.527753	8	13	6	0.270723	0	4.41637	-11.7738
psvid_23050_sp|P10809|CH60_HUMAN	CH60_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.4012	61	5.93074	6.11227	0.000614	-10.6695	True	0.455528	>=32	0.264151	-0.111088	0.0720995	10	28	3	0.0770436	0	5.66659	-10.5584
psvid_23094_sp|P11215|ITAM_HUMAN	ITAM_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.334	2	1	1.18153	1e-05	-16.6096	True	1.46342	2-3	-0.514551	-2.04858	0.495919	3	1	2	0.697476	0	1.51455	-14.5611
psvid_23108_sp|Q9NYU2|UGGG1_HUMAN	UGGG1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	29.4347	184	7.52356	7.70509	0.000682	-10.5179	True	1.89575	>=32	0.2627	-1.2712	0.385012	10	60	7	0.0489442	0.0217391	7.26086	-9.24674
psvid_23119_sp|P24752|THIL_HUMAN	THIL_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.4296	60	5.90689	6.08842	0.00081	-10.2698	True	0.0309954	>=32	0.220075	0.271284	0.127786	10	20	3	0.0369301	0	5.68682	-10.5411
psvid_23128_sp|Q6KB66|K2C80_HUMAN	K2C80_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		2	1	1.18153	2.55e-05	-15.2591	True	0.114056	2-3					0	0		1		
psvid_23148_sp|P37268|FDFT_HUMAN	FDFT_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.7576	19	4.24793	4.42946	0.000263	-11.8926	True	-0.00307104	16-31	-0.249765	-0.200947	0.529256	8	11	2	0.160189	0	4.49769	-11.6917
psvid_23160_sp|Q8WWZ4|ABCAA_HUMAN	ABCAA_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	3.73e-06	-18.0324	True	1.88523	1					0	0		1		
psvid_23188_sp|Q86Y82|STX12_HUMAN	STX12_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.724	10	3.32193	3.50346	0.000209	-12.2242	True	-0.59741	8-15	-0.335427	0.279457	0.576938	7	5	1	0.191902	0	3.65736	-12.5037
psvid_23192_sp|Q15042|RB3GP_HUMAN	RB3GP_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	21.6614	2	1	1.18153	1.17e-05	-16.3831	True	1.23078	2-3	-0.0607779	-1.38417	-0.176719	3	2	0	0	0	1.06078	-14.999
psvid_23219_sp|O60832|DKC1_HUMAN	DKC1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	19.8083						False	0.302194						0	1	1			
psvid_23235_sp|Q0VD83|APOBR_HUMAN	APOBR_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	22.8251						False	1.39296						0	1	1			
psvid_23246_sp|Q15303|ERBB4_HUMAN	ERBB4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	4.41e-06	-17.7908	True	1.64633	1					0	0		1		
psvid_23271_sp|P25311|ZA2G_HUMAN	ZA2G_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	26.2189	23	4.52356	4.70509	0.000445	-11.1339	True	-0.487923	16-31	-0.322766	0.200325	0.635709	9	11	4	0.115238	0	4.84633	-11.3342
psvid_23288_sp|Q09666|AHNK_HUMAN	AHNK_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.4289	8	3	3.18153	7.83e-06	-16.9626	True	3.8172	8-15	-0.414139	-4.23471	0.646359	7	6	7	0.783002	0	3.41414	-12.7278
psvid_23299_sp|Q9NUI1|DECR2_HUMAN	DECR2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.3608	14	3.80735	3.98889	0.000276	-11.823	True	-0.517161	8-15	-0.370213	0.18685	0.660124	8	9	3	0.360908	0	4.17757	-12.0099
psvid_23318_sp|P10586|PTPRF_HUMAN	PTPRF_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	22.146						False	2.18901						0	1	1			
psvid_23351_sp|Q6NX49|ZN544_HUMAN	ZN544_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	21.8691						False	0.774852						0	1	1			
psvid_23430_sp|A3KMH1|VWA8_HUMAN	VWA8_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.5573	14	3.80735	3.98889	4.24e-05	-14.5256	True	2.18789	8-15	0.286538	-1.89551	-0.143374	7	11	2	0.180244	0	3.52082	-12.6301
psvid_23458_sp|Q2TAA5|ALG11_HUMAN	ALG11_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.3533	3	1.58496	1.76649	3.51e-05	-14.7982	True	0.23503	2-3	-1.76555	-2.01221	1.97479	7	3	4	0.716066	0	3.35051	-12.786
psvid_23468_sp|A6NE01|F186A_HUMAN	F186A_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	2.45e-06	-18.6388	True	2.49304	1					0	0		0		
psvid_23474_sp|Q9BX68|HINT2_HUMAN	HINT2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	22.9241	2	1	1.18153	7.07e-05	-13.7879	True	-1.35808	2-3	-1.00787	0.270545	1.08607	4	1	0	0	0	2.00787	-14.0585
psvid_23498_sp|Q96LZ7|RMD2_HUMAN	RMD2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.6611	10	3.32193	3.50346	0.000141	-12.792	True	-0.0266053	8-15	-0.284078	-0.24072	0.514111	7	7	1	0.141057	0	3.60601	-12.5513
psvid_23501_sp|Q8N3G9|TM130_HUMAN	TM130_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	21.0193	1	0	0.181531	1.32e-05	-16.2091	True	0.0602062	1	-0.72028	-0.899327	0.131366	2	1	0	0	0	0.72028	-15.3098
psvid_23535_sp|P16157|ANK1_HUMAN	ANK1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	18.6477	1	0	0.181531	3.06e-06	-18.318	True	2.17149	1	-0.0880022	-2.10709	-2.24029	1	1	0	0	0	0.0880022	-16.2109
psvid_23549_sp|P02730|B3AT_HUMAN	B3AT_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	23.8504	6	2.58496	2.76649	3.8e-05	-14.6836	True	1.1244	4-7	-0.313367	-1.47685	0.525136	6	5	1	0.107254	0	2.89833	-13.2068
psvid_23563_sp|O75578|ITA10_HUMAN	ITA10_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	4.94e-06	-17.6271	True	1.48221	1					0	0		0		
psvid_23573_sp|Q9UP95|S12A4_HUMAN	S12A4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	5.31e-06	-17.5229	True	1.3771	1					0	0		1		
psvid_23610_sp|P42892|ECE1_HUMAN	ECE1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	23.597	6	2.58496	2.76649	4.49e-05	-14.4429	True	0.882139	4-7	-0.0666205	-1.004	0.271746	6	4	2	0.42288	0	2.65158	-13.4389
psvid_23689_sp|P00747|PLMN_HUMAN	PLMN_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.233	60	5.90689	6.08842	0.000427	-11.1935	True	0.955854	>=32	0.358436	-0.531251	-0.0688146	10	29	2	0.0164166	0.0333333	5.54845	-10.6622
psvid_23698_sp|Q15477|SKI2_HUMAN	SKI2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	21.0062						False	1.57518						0	1	1			
psvid_23820_sp|Q86VI3|IQGA3_HUMAN	IQGA3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		2	1	1.18153	7.07e-06	-17.1099	True	1.9646	2-3					0	0		1		
psvid_23834_sp|P05787|K2C8_HUMAN	K2C8_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.3344	83	6.37504	6.55657	0.00099	-9.98028	True	0.20948	>=32	0.755596	0.619129	-0.491665	10	26	0	0	0.192771	5.61944	-10.5994
psvid_23908_sp|Q96GF1|RN185_HUMAN	RN185_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	22.7651						False	-1.12151						0	2	1			
psvid_23937_sp|Q9NZ01|TECR_HUMAN	TECR_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.0187	27	4.75489	4.93642	0.000505	-10.9514	True	-0.439331	16-31	-0.645567	-0.154395	1.13209	9	14	0	0	0	5.40045	-10.797
psvid_23963_sp|Q02790|FKBP4_HUMAN	FKBP4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	20.2032	1	0	0.181531	1.26e-05	-16.2762	True	0.133644	1	-0.430313	-0.633461	-0.684732	1	1	0	0	0	0.430313	-15.6428
psvid_24000_sp|Q9P0L2|MARK1_HUMAN	MARK1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	22.7137	1	0	0.181531	7.25e-06	-17.0736	True	0.928029	1	-1.82372	-2.83142	1.82574	4	1	0	0	0	1.82372	-14.2422
psvid_24006_sp|Q01546|K22O_HUMAN	K22O_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		4	2	2.18153	3.61e-05	-14.7576	True	0.611893	4-7					0	0		1		
psvid_24008_sp|Q5XKE5|K2C79_HUMAN	K2C79_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		4	2	2.18153	4.31e-05	-14.502	True	0.356982	4-7					0	0		1		
psvid_24009_sp|P12035|K2C3_HUMAN	K2C3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		3	1.58496	1.76649	2.75e-05	-15.1502	True	0.588909	2-3					0	0		1		
psvid_24061_sp|Q9NYQ8|FAT2_HUMAN	FAT2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	21.0921						False	3.37552						0	1	1			
psvid_24065_sp|P27105|STOM_HUMAN	STOM_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	26.5774	25	4.64386	4.82539	0.0005	-10.9658	True	-0.53666	16-31	-0.454601	0.115894	0.837557	9	10	2	0.200603	0.04	5.09846	-11.0817
psvid_24112_sp|Q8IVF2|AHNK2_HUMAN	AHNK2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	20.9785						False	3.79314						0	1	1			
psvid_24128_sp|P0C0L5|CO4B_HUMAN	CO4B_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.3103	214	7.74147	7.923	0.000707	-10.466	True	2.06181	>=32	4.42763	2.35349	-4.95166	7	2	1	0.328692	0.985981	3.31384	-12.8195
psvid_24131_sp|P0C0L4|CO4A_HUMAN	CO4A_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.2893	219	7.77479	7.95632	0.000724	-10.4317	True	2.06104	>=32	3.65534	1.6348	-4.00465	8	3	1	0.360479	0.96347	4.11945	-12.0665
psvid_24138_sp|Q13825|AUHM_HUMAN	AUHM_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.0391	1	0	0.181531	1.7e-05	-15.8441	True	-0.301975	1	-1.3004	-1.0743	1.15114	3	1	1	0.411152	0	1.3004	-14.7698
psvid_24139_sp|P17516|AK1C4_HUMAN	AK1C4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.7614	30	4.90689	5.08842	0.000535	-10.8682	True	-0.371686	16-31	0.406225	0.820514	-0.323628	8	8	2	0.0630051	0.433333	4.50067	-11.6887
psvid_24178_sp|Q92614|MY18A_HUMAN	MY18A_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.5549	5	2.32193	2.50346	1.4e-05	-16.1242	True	2.29782	4-7	-1.1969	-3.49232	1.5015	7	4	5	0.550801	0	3.51883	-12.6319
psvid_24213_sp|P10635|CP2D6_HUMAN	CP2D6_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	28.4137	95	6.56986	6.75139	0.001	-9.96578	False	0.249963	>=32	0.145365	-0.0294082	0.374967	10	12	0	0	0.442105	6.42449	-9.93638
psvid_24222_sp|Q9H2A2|AL8A1_HUMAN	AL8A1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	24.7944	15	3.90689	4.08842	0.000178	-12.4558	True	0.221386	8-15	0.192014	-0.00555659	-0.0209346	7	5	2	0.125369	0	3.71488	-12.4503
psvid_24233_sp|P29122|PCSK6_HUMAN	PCSK6_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	21.2658	2	1	1.18153	1.19e-05	-16.3587	True	1.21293	2-3	0.16116	-1.16017	-0.572228	2	2	0	0	0	0.83884	-15.1985
psvid_24249_sp|P24557|THAS_HUMAN	THAS_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.2713	16	4	4.18153	0.000173	-12.4969	True	0.351895	16-31	-0.104866	-0.416217	0.347355	8	9	2	0.0530243	0	4.10487	-12.0807
psvid_24281_sp|Q9Y394|DHRS7_HUMAN	DHRS7_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	26.7483	39	5.2854	5.46693	0.000663	-10.5587	True	-0.301583	>=32	0.0695086	0.410461	0.18844	9	12	2	0.0719589	0	5.21589	-10.9692
psvid_24284_sp|O60841|IF2P_HUMAN	IF2P_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	22.3087						False	1.54527						0	1	1			
psvid_24285_sp|P27144|KAD4_HUMAN	KAD4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.3714	14	3.80735	3.98889	0.000362	-11.4317	True	-0.906696	8-15	0.441407	1.34012	-0.329226	7	8	1	0.0803183	0	3.36595	-12.7718
psvid_24287_sp|Q5T011|SZT2_HUMAN	SZT2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	20.1658	1	0	0.181531	1.68e-06	-19.1831	True	3.04005	1	-0.420159	-3.52666	-0.722144	1	1	1	0.164191	0	0.420159	-15.6564
psvid_24290_sp|P14625|ENPL_HUMAN	ENPL_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	31.0676	1557	10.6046	10.7861	0.011	-6.50635	False	0.944099	>=32	2.00048	1.63985	-0.882254	10	72	3	0.00196095	0.0211946	8.60408	-8.1462
psvid_24311_sp|O43264|ZW10_HUMAN	ZW10_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	22.5447	3	1.58496	1.76649	2.22e-05	-15.4591	True	0.898926	2-3	-0.0971613	-1.07083	0.166212	4	3	1	0.267461	0	1.68212	-14.3882
psvid_24320_sp|O14894|T4S5_HUMAN	T4S5_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	18.5112	1	0	0.181531	2.93e-05	-15.0587	True	-1.08631	1	-0.0623782	1.20342	-2.37676	1	1	0	0	0	0.0623782	-16.2622
psvid_24329_sp|Q14315|FLNC_HUMAN	FLNC_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		2	1	1.18153	4.23e-06	-17.8509	True	2.70466	2-3					0	0		1		
psvid_24330_sp|E9PIF3|NPIA2_HUMAN	NPIA2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	1.56e-05	-15.9681	True	-0.179996	1					0	0		1		
psvid_24333_sp|A8MRT5|NPIB5_HUMAN	NPIB5_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	5.09e-06	-17.5839	True	1.43865	1					0	0		1		
psvid_24340_sp|C9JG80|NPIB4_HUMAN	NPIB4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	5.06e-06	-17.5924	True	1.44609	1					0	0		1		
psvid_24343_sp|A6NJU9|NPB13_HUMAN	NPB13_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	5.06e-06	-17.5924	True	1.44609	1					0	0		1		
psvid_24348_sp|E5RHQ5|NPB11_HUMAN	NPB11_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	4.96e-06	-17.6212	True	1.47497	1					0	0		1		
psvid_24356_sp|Q92617|NPIB3_HUMAN	NPIB3_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	5.49e-06	-17.4748	True	1.32952	1					0	0		1		
psvid_24407_sp|CATD_HUMAN|	CATD_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.4514	62	5.9542	6.13573	0.000867	-10.1717	True	-0.0206185	>=32	0.251906	0.356152	0.0955323	10	22	0	0	0	5.70229	-10.5278
psvid_24436_sp|Q969R2|OSBP2_HUMAN	OSBP2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	20.9217	3	1.58496	1.76649	1.89e-05	-15.6913	True	1.13103	2-3	0.907527	-0.338601	-1.45681	2	1	0	0	0.666667	0.677436	-15.3527
psvid_24468_sp|Q16851|UGPA_HUMAN	UGPA_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.1256	45	5.49185	5.67338	0.00051	-10.9372	True	0.282442	>=32	0.0179011	-0.207662	0.313085	10	23	3	0.0241852	0	5.47395	-10.7296
psvid_24473_sp|P36955|PEDF_HUMAN	PEDF_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	23.3593	4	2	2.18153	5.51e-05	-14.1476	True	0.000841448	4-7	-0.416454	-0.483793	0.602054	5	4	0	0	0	2.41645	-13.6638
psvid_24488_sp|Q9UJZ1|STML2_HUMAN	STML2_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.0498	14	3.80735	3.98889	0.000227	-12.105	True	-0.230664	8-15	-0.116806	0.149596	0.349174	8	9	3	0.171125	0	3.92416	-12.2546
psvid_24520_sp|Q13438|OS9_HUMAN	OS9_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	25.9738	24	4.58496	4.76649	0.000207	-12.2381	True	0.67654	16-31	-0.0805584	-0.717653	0.311511	9	12	5	0.38451	0	4.66552	-11.5204
psvid_24559_sp|Q9UK55|ZPI_HUMAN	ZPI_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.9608	4	2	2.18153	5.19e-05	-14.2339	True	0.087317	4-7	-1.00218	-1.12471	1.2035	6	3	0	0	0	3.00218	-13.1092
psvid_24571_sp|P62191|PRS4_HUMAN	PRS4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.2377	7	2.80735	2.98889	9.17e-05	-13.4127	True	0.0740295	4-7	0.509249	0.36561	-0.320741	5	4	1	0.14421	0.428571	2.29811	-13.7783
psvid_24629_sp|Q08AM6|VAC14_HUMAN	VAC14_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	23.8712	7	2.80735	2.98889	5.16e-05	-14.2423	True	0.903842	4-7	-0.110849	-1.05415	0.312751	6	4	2	0.1668	0	2.9182	-13.1881
psvid_24684_sp|Q9P2B2|FPRP_HUMAN	FPRP_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.8169	5	2.32193	2.50346	3.28e-05	-14.8959	True	1.07243	4-7	-0.544424	-1.65912	0.763504	6	3	6	0.505539	0	2.86635	-13.2368
psvid_24692_sp|Q92542|NICA_HUMAN	NICA_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	23.5311	6	2.58496	2.76649	4.88e-05	-14.3228	True	0.762706	4-7	-0.00130084	-0.821839	0.205846	5	5	2	0.199047	0	2.58626	-13.5009
psvid_24708_sp|Q14833|GRM4_HUMAN	GRM4_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	18.966	1	0	0.181531	6.32e-06	-17.2716	True	1.12637	1	-0.149874	-1.17988	-1.92193	1	1	0	0	0	0.149874	-16.0918
psvid_24722_sp|O00566|MPP10_HUMAN	MPP10_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	22.229	2	1	1.18153	1.69e-05	-15.8526	True	0.705501	2-3	-0.435255	-1.21286	0.390965	3	1	0	0	0	1.43526	-14.6398
psvid_24725_sp|P08069|IGF1R_HUMAN	IGF1R_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	21.5763						False	1.70973						0	1	1			
psvid_24762_sp|P38606|VATA_HUMAN	VATA_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	24.8684	12	3.58496	3.76649	0.000112	-13.1242	True	0.562954	8-15	-0.190463	-0.730193	0.422284	7	9	5	0.300248	0	3.77543	-12.394
psvid_24780_sp|P18206|VINC_HUMAN	VINC_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	23.5937	4	2	2.18153	2.03e-05	-15.5882	True	1.44059	4-7	-0.64837	-2.1462	0.836482	6	3	3	0.630383	0	2.64837	-13.442
psvid_24789_sp|Q96LK8|SPT32_HUMAN	SPT32_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	21.1989						False	-0.118922						0	1	1			
psvid_24797_sp|P34931|HS71L_HUMAN	HS71L_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		32	5	5.18153	0.000288	-11.7616	True	0.617421	>=32					0	0		1		
psvid_24837_sp|P13489|RINI_HUMAN	RINI_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	23.2233	5	2.32193	2.50346	6.25e-05	-13.9658	True	0.141907	4-7	0.0376994	-0.174007	0.169975	5	4	0	0	0	2.28423	-13.7918
psvid_24857_sp|Q9HD33|RM47_HUMAN	RM47_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		1	0	0.181531	2.31e-05	-15.4017	True	-0.742025	1					0	0		0		
psvid_24861_sp|Q96J02|ITCH_HUMAN	ITCH_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	20.2311	1	0	0.181531	6.38e-06	-17.258	True	1.11188	1	-0.438283	-1.62571	-0.656827	1	1	0	0	0	0.438283	-15.6323
psvid_24897_sp|P35749|MYH11_HUMAN	MYH11_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		8	3	3.18153	2.34e-05	-15.3831	True	2.23917	8-15					0	0		1		
psvid_24900_sp|P35579|MYH9_HUMAN	MYH9_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	True	27.9189	127	6.98868	7.17022	0.000373	-11.3885	True	2.23052	>=32	0.946086	-1.14234	-0.573687	10	62	18	0.218351	0.149606	6.0426	-10.2462
psvid_24901_sp|Q7Z406|MYH14_HUMAN	MYH14_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	22.8034	15	3.90689	4.08842	4.33e-05	-14.4953	True	2.25637	8-15	2.00576	-0.331385	-2.01186	4	5	1	0.10174	0.533333	1.90113	-14.1639
psvid_24934_sp|Q08554|DSC1_HUMAN	DSC1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	True	True	False	20.6017	1	0	0.181531	6.45e-06	-17.2423	True	1.09652	1	-0.553266	-1.75443	-0.286304	1	1	0	0	0	0.553266	-15.4878
psvid_24947_sp|P08034|CXB1_HUMAN	CXB1_HUMAN	AZ908	B2021-05-06	raloxifene-d0	True	False	False	False	20.4067						False	-0.563355						0	2	1			
psvid_24971_sp|Q9UBC5|MYO1A_HUMAN	MYO1A_HUMAN	AZ908	B2021-05-06	raloxifene-d0	False	True	False	False		3	1.58496	1.76649	1.66e-05	-15.8785	True	1.3203	2-3					0	0		1		
